index,group_index,final,c_name,img,lvl,branch,stim_type,p_id,accurate,react_time
21,19,1,uplift_n_02,stradavarius_n_01,hyponym,clothing.n.01,False,10,1,639
22,2,1,cloak_n_02,cape_n_02,bl,clothing.n.01,True,10,1,415
23,3,1,hand_tool_n_01,cathedra_n_01,hypernym,hand_tool.n.01,False,10,1,480
24,19,1,clothing_n_01,face_veil_n_01,hypernym,clothing.n.01,True,10,1,412
25,17,1,hammer_n_02,carpenters_hammer_n_01,bl,hand_tool.n.01,True,10,1,393
26,7,1,trouser_n_01,granadilla_n_04,bl,clothing.n.01,False,10,1,464
27,15,1,baby_bed_n_01,cradle_n_01,bl,furniture.n.01,True,10,1,505
28,12,1,clothing_n_01,uplift_n_02,hypernym,clothing.n.01,True,10,1,597
29,20,1,spade_n_02,spade_n_02,hyponym,hand_tool.n.01,True,10,0,602
30,6,1,edible_fruit_n_01,putty_knife_n_01,hypernym,edible_fruit.n.01,False,10,1,537
31,14,1,furniture_n_01,pew_n_01,hypernym,furniture.n.01,True,10,1,450
32,5,1,musical_instrument_n_01,blazer_n_01,hypernym,musical_instrument.n.01,False,10,1,637
33,18,1,bassoon_n_01,contrabassoon_n_01,bl,musical_instrument.n.01,True,10,1,535
34,13,1,cathedra_n_01,acoustic_guitar_n_01,hyponym,furniture.n.01,False,10,1,541
35,11,1,edible_fruit_n_01,cherimoya_n_02,hypernym,edible_fruit.n.01,True,10,1,407
36,10,1,hand_tool_n_01,crescent_wrench_n_01,hypernym,hand_tool.n.01,True,10,1,480
37,8,1,desk_n_01,muffler_n_02,bl,furniture.n.01,False,10,1,532
38,9,1,musical_instrument_n_01,acoustic_guitar_n_01,hypernym,musical_instrument.n.01,True,10,1,444
39,16,1,brassiere_n_01,uplift_n_02,bl,clothing.n.01,True,10,1,510
40,1,1,clothing_n_01,blazer_n_01,hypernym,clothing.n.01,True,10,1,418
41,4,1,furniture_n_01,floor_lamp_n_01,hypernym,furniture.n.01,True,10,1,595
42,17,1,love_seat_n_01,acoustic_guitar_n_01,hyponym,furniture.n.01,False,10,1,693
43,5,1,hand_tool_n_01,bradawl_n_01,hypernym,hand_tool.n.01,True,10,1,425
44,3,1,lamp_n_02,floor_lamp_n_01,bl,furniture.n.01,True,10,1,365
45,19,1,heckelphone_n_01,heckelphone_n_01,hyponym,musical_instrument.n.01,True,10,0,656
46,11,1,clementine_n_02,bikini_n_02,hyponym,edible_fruit.n.01,False,10,1,521
47,8,1,underwear_n_01,sackbut_n_01,bl,clothing.n.01,False,10,1,556
48,10,1,harpsichord_n_01,spinet_n_02,bl,musical_instrument.n.01,True,10,0,704
49,13,1,furniture_n_01,granny_smith_n_01,hypernym,furniture.n.01,False,10,1,572
50,4,1,throne_n_01,cathedra_n_01,bl,furniture.n.01,True,10,1,439
51,20,1,musical_instrument_n_01,euphonium_n_01,hypernym,musical_instrument.n.01,True,10,1,430
52,15,1,violin_n_01,uplift_n_02,bl,musical_instrument.n.01,False,10,1,460
53,7,1,plum_n_02,damson_n_01,bl,edible_fruit.n.01,True,10,1,533
54,6,1,hand_tool_n_01,contrabassoon_n_01,hypernym,hand_tool.n.01,False,10,0,858
55,14,1,sackbut_n_01,pew_n_01,hyponym,musical_instrument.n.01,False,10,0,708
56,12,1,sackbut_n_01,sackbut_n_01,hyponym,musical_instrument.n.01,True,10,0,765
57,18,1,musical_instrument_n_01,carpenters_hammer_n_01,hypernym,musical_instrument.n.01,False,10,1,631
58,2,1,stradavarius_n_01,miniskirt_n_01,hyponym,musical_instrument.n.01,False,10,1,601
59,9,1,granadilla_n_04,granadilla_n_04,hyponym,edible_fruit.n.01,True,10,1,744
60,16,1,clothing_n_01,watermelon_n_02,hypernym,clothing.n.01,False,10,1,561
61,1,1,furniture_n_01,cherimoya_n_02,hypernym,furniture.n.01,False,10,1,520
62,10,1,clothing_n_01,writing_desk_n_02,hypernym,clothing.n.01,False,10,1,590
63,3,1,blazer_n_01,armoire_n_01,hyponym,clothing.n.01,False,10,1,450
64,15,1,business_suit_n_01,bunk_bed_n_01,hyponym,clothing.n.01,False,10,1,509
65,14,1,musical_instrument_n_01,granny_smith_n_01,hypernym,musical_instrument.n.01,False,10,1,506
66,1,1,armchair_n_01,musette_n_01,hyponym,furniture.n.01,False,10,1,588
67,13,1,clothing_n_01,long_johns_n_01,hypernym,clothing.n.01,True,10,1,429
68,5,1,carpenters_hammer_n_01,sackbut_n_01,hyponym,hand_tool.n.01,False,10,1,536
69,9,1,furniture_n_01,sweat_pants_n_01,hypernym,furniture.n.01,False,10,1,526
70,2,1,hand_tool_n_01,stradavarius_n_01,hypernym,hand_tool.n.01,False,10,1,666
71,17,1,edible_fruit_n_01,damson_n_01,hypernym,edible_fruit.n.01,True,10,1,590
72,11,1,furniture_n_01,phillips_screwdriver_n_01,hypernym,furniture.n.01,False,10,1,616
73,19,1,edible_fruit_n_01,cape_n_02,hypernym,edible_fruit.n.01,False,10,1,447
74,16,1,furniture_n_01,campstool_n_01,hypernym,furniture.n.01,True,10,1,709
75,7,1,writing_desk_n_02,tank_top_n_01,hyponym,furniture.n.01,False,10,1,557
76,20,1,muffler_n_02,heckelphone_n_01,hyponym,clothing.n.01,False,10,0,652
77,8,1,jacket_n_01,blazer_n_01,bl,clothing.n.01,True,10,1,1069
78,4,1,watermelon_n_02,lyre_n_01,hyponym,edible_fruit.n.01,False,10,1,502
79,18,1,sofa_n_01,euphonium_n_01,bl,furniture.n.01,False,10,1,491
80,6,1,musical_instrument_n_01,stradavarius_n_01,hypernym,musical_instrument.n.01,True,10,1,483
81,12,1,church_key_n_01,clementine_n_02,hyponym,hand_tool.n.01,False,10,1,563
82,9,1,hand_tool_n_01,handsaw_n_01,hypernym,hand_tool.n.01,True,10,1,477
83,1,1,saw_n_02,handsaw_n_01,bl,hand_tool.n.01,True,10,1,457
84,2,1,furniture_n_01,grand_piano_n_01,hypernym,furniture.n.01,False,10,0,552
85,8,1,spade_n_02,love_seat_n_01,hyponym,hand_tool.n.01,False,10,1,608
86,16,1,coffee_table_n_01,carpenters_square_n_01,hyponym,furniture.n.01,False,10,1,723
87,17,1,trouser_n_01,sweat_pants_n_01,bl,clothing.n.01,True,10,1,794
88,4,1,clothing_n_01,muffler_n_02,hypernym,clothing.n.01,True,10,1,435
89,15,1,bed_n_01,clementine_n_02,bl,furniture.n.01,False,10,1,453
90,13,1,veil_n_01,love_seat_n_01,bl,clothing.n.01,False,10,1,599
91,11,1,hand_tool_n_01,carpenters_hammer_n_01,hypernym,hand_tool.n.01,True,10,1,520
92,5,1,hand_tool_n_01,bosc_n_01,hypernym,hand_tool.n.01,False,10,1,695
93,12,1,cradle_n_01,church_key_n_01,hyponym,furniture.n.01,False,10,0,753
94,14,1,edible_fruit_n_01,sultana_n_01,hypernym,edible_fruit.n.01,True,10,1,466
95,3,1,business_suit_n_01,business_suit_n_01,hyponym,clothing.n.01,True,10,1,428
96,20,1,hand_tool_n_01,highboy_n_01,hypernym,hand_tool.n.01,False,10,1,537
97,6,1,oboe_n_01,nailfile_n_01,bl,musical_instrument.n.01,False,10,1,571
98,18,1,cymbal_n_01,highhat_cymbal_n_01,bl,musical_instrument.n.01,True,10,1,783
99,10,1,flute_n_01,raincoat_n_01,bl,musical_instrument.n.01,False,10,1,458
100,19,1,shirt_n_01,tank_top_n_01,bl,clothing.n.01,True,10,1,651
101,7,1,furniture_n_01,love_seat_n_01,hypernym,furniture.n.01,True,10,1,887
102,2,1,hand_tool_n_01,brick_trowel_n_01,hypernym,hand_tool.n.01,True,10,1,479
103,11,1,bagpipe_n_01,musette_n_01,bl,musical_instrument.n.01,True,10,1,564
104,13,1,hand_tool_n_01,phillips_screwdriver_n_01,hypernym,hand_tool.n.01,True,10,1,559
105,14,1,hand_tool_n_01,tank_top_n_01,hypernym,hand_tool.n.01,False,10,1,636
106,3,1,musical_instrument_n_01,highhat_cymbal_n_01,hypernym,musical_instrument.n.01,True,10,1,575
107,1,1,handsaw_n_01,handsaw_n_01,hyponym,hand_tool.n.01,True,10,1,431
108,17,1,orange_n_01,bitter_orange_n_02,bl,edible_fruit.n.01,True,10,1,403
109,18,1,clothing_n_01,bathrobe_n_01,hypernym,clothing.n.01,True,10,1,408
110,6,1,furniture_n_01,musette_n_01,hypernym,furniture.n.01,False,10,1,481
111,7,1,grape_n_01,sultana_n_01,bl,edible_fruit.n.01,True,10,1,382
112,16,1,clothing_n_01,dresser_n_05,hypernym,clothing.n.01,False,10,1,504
113,5,1,clothing_n_01,raincoat_n_01,hypernym,clothing.n.01,True,10,0,435
114,8,1,passion_fruit_n_01,piccolo_n_01,bl,edible_fruit.n.01,False,10,1,637
115,10,1,sweat_pants_n_01,clementine_n_02,hyponym,clothing.n.01,False,10,1,503
116,12,1,edible_fruit_n_01,bunk_bed_n_01,hypernym,edible_fruit.n.01,False,10,1,530
117,19,1,piccolo_n_01,sweat_pants_n_01,hyponym,musical_instrument.n.01,False,10,1,564
118,20,1,heckelphone_n_01,handsaw_n_01,hyponym,musical_instrument.n.01,False,10,1,705
119,4,1,bikini_n_02,bikini_n_02,hyponym,clothing.n.01,True,10,1,425
120,9,1,raincoat_n_01,cathedra_n_01,hyponym,clothing.n.01,False,10,1,523
121,15,1,piano_n_01,sweat_pants_n_01,bl,musical_instrument.n.01,False,10,1,471
122,13,1,spatula_n_02,highhat_cymbal_n_01,bl,hand_tool.n.01,False,10,1,474
123,20,1,chair_n_01,bongo_n_01,bl,furniture.n.01,False,10,1,488
124,4,1,face_veil_n_01,pew_n_01,hyponym,clothing.n.01,False,10,1,504
125,8,1,trowel_n_01,cathedra_n_01,bl,hand_tool.n.01,False,10,0,840
126,16,1,crescent_wrench_n_01,crescent_wrench_n_01,hyponym,hand_tool.n.01,True,10,1,595
127,1,1,furniture_n_01,bunk_bed_n_01,hypernym,furniture.n.01,True,10,1,457
128,9,1,euphonium_n_01,bradawl_n_01,hyponym,musical_instrument.n.01,False,10,1,627
129,14,1,clothing_n_01,needlenose_pliers_n_01,hypernym,clothing.n.01,False,10,1,516
130,6,1,musical_instrument_n_01,sackbut_n_01,hypernym,musical_instrument.n.01,True,10,1,540
131,17,1,granny_smith_n_01,granny_smith_n_01,hyponym,edible_fruit.n.01,True,10,0,588
132,15,1,nailfile_n_01,nailfile_n_01,hyponym,hand_tool.n.01,True,10,1,718
133,11,1,writing_desk_n_02,writing_desk_n_02,hyponym,furniture.n.01,True,10,1,738
134,5,1,contrabassoon_n_01,contrabassoon_n_01,hyponym,musical_instrument.n.01,True,10,1,459
135,2,1,drum_n_01,bongo_n_01,bl,musical_instrument.n.01,True,10,1,589
136,3,1,clothing_n_01,turtleneck_n_01,hypernym,clothing.n.01,True,10,1,401
137,10,1,key_lime_n_01,turtleneck_n_01,hyponym,edible_fruit.n.01,False,10,1,640
138,7,1,plane_n_05,cherimoya_n_02,bl,hand_tool.n.01,False,10,1,478
139,18,1,blazer_n_01,blazer_n_01,hyponym,clothing.n.01,True,10,1,468
140,19,1,wrench_n_03,dresser_n_05,bl,hand_tool.n.01,False,10,0,463
141,12,1,edible_fruit_n_01,key_lime_n_01,hypernym,edible_fruit.n.01,True,10,1,411
142,2,1,sultana_n_01,smooth_plane_n_01,hyponym,edible_fruit.n.01,False,10,0,751
143,13,1,file_n_04,nailfile_n_01,bl,hand_tool.n.01,True,10,0,528
144,3,1,miniskirt_n_01,miniskirt_n_01,hyponym,clothing.n.01,True,10,1,476
145,11,1,musical_instrument_n_01,piccolo_n_01,hypernym,musical_instrument.n.01,True,10,1,473
146,4,1,trombone_n_01,armoire_n_01,bl,musical_instrument.n.01,False,10,1,562
147,18,1,sweater_n_01,carpenters_square_n_01,bl,clothing.n.01,False,10,1,549
148,19,1,hand_tool_n_01,bongo_n_01,hypernym,hand_tool.n.01,False,10,1,899
149,1,1,clothing_n_01,miniskirt_n_01,hypernym,clothing.n.01,True,10,1,512
150,5,1,cradle_n_01,cradle_n_01,hyponym,furniture.n.01,True,10,0,575
151,12,1,custard_apple_n_02,miniskirt_n_01,bl,edible_fruit.n.01,False,10,1,598
152,8,1,hand_tool_n_01,writing_desk_n_02,hypernym,hand_tool.n.01,False,10,1,612
153,7,1,bass_horn_n_01,smooth_plane_n_01,bl,musical_instrument.n.01,False,10,1,841
154,17,1,muffler_n_02,muffler_n_02,hyponym,clothing.n.01,True,10,0,622
155,20,1,coat_n_01,armoire_n_01,bl,clothing.n.01,False,10,1,1188
156,15,1,heart_cherry_n_02,heart_cherry_n_02,hyponym,edible_fruit.n.01,True,10,1,714
157,9,1,furniture_n_01,dresser_n_05,hypernym,furniture.n.01,True,10,1,437
158,14,1,melon_n_01,watermelon_n_02,bl,edible_fruit.n.01,True,10,1,397
159,6,1,lime_n_06,bikini_n_02,bl,edible_fruit.n.01,False,10,1,552
160,10,1,chest_of_drawers_n_01,highboy_n_01,bl,furniture.n.01,True,10,1,470
161,16,1,throne_n_01,grand_piano_n_01,bl,furniture.n.01,False,10,1,572
162,11,1,can_opener_n_01,church_key_n_01,bl,hand_tool.n.01,True,10,1,622
163,19,1,armoire_n_01,armoire_n_01,hyponym,furniture.n.01,True,10,0,571
164,6,1,sultana_n_01,sultana_n_01,hyponym,edible_fruit.n.01,True,10,1,748
165,4,1,hand_tool_n_01,cradle_n_01,hypernym,hand_tool.n.01,False,10,1,883
166,17,1,clothing_n_01,cradle_n_01,hypernym,clothing.n.01,False,10,1,685
167,18,1,can_opener_n_01,watermelon_n_02,bl,hand_tool.n.01,False,10,1,523
168,16,1,hand_tool_n_01,key_lime_n_01,hypernym,hand_tool.n.01,False,10,1,494
169,15,1,bunk_bed_n_01,bosc_n_01,hyponym,furniture.n.01,False,10,1,475
170,1,1,edible_fruit_n_01,crescent_wrench_n_01,hypernym,edible_fruit.n.01,False,10,1,605
171,2,1,spinet_n_02,writing_desk_n_02,hyponym,musical_instrument.n.01,False,10,1,802
172,14,1,hammer_n_02,lyre_n_01,bl,hand_tool.n.01,False,10,1,461
173,9,1,clothing_n_01,nailfile_n_01,hypernym,clothing.n.01,False,10,1,492
174,20,1,screwdriver_n_01,business_suit_n_01,bl,hand_tool.n.01,False,10,1,474
175,13,1,furniture_n_01,brick_trowel_n_01,hypernym,furniture.n.01,False,10,1,526
176,8,1,hand_tool_n_01,church_key_n_01,hypernym,hand_tool.n.01,True,10,1,690
177,3,1,face_veil_n_01,face_veil_n_01,hyponym,clothing.n.01,True,10,1,457
178,12,1,floor_lamp_n_01,blazer_n_01,hyponym,furniture.n.01,False,10,1,491
179,5,1,flute_n_01,piccolo_n_01,bl,musical_instrument.n.01,True,10,1,488
180,7,1,armchair_n_01,armchair_n_01,hyponym,furniture.n.01,True,10,1,562
181,10,1,turtleneck_n_01,putty_knife_n_01,hyponym,clothing.n.01,False,10,1,421
182,1,1,clothing_n_01,business_suit_n_01,hypernym,clothing.n.01,True,10,0,656
183,5,1,piano_n_01,grand_piano_n_01,bl,musical_instrument.n.01,True,10,1,429
184,8,1,lamp_n_02,business_suit_n_01,bl,furniture.n.01,False,10,1,623
185,4,1,cherimoya_n_02,face_veil_n_01,hyponym,edible_fruit.n.01,False,10,0,500
186,10,1,highboy_n_01,bass_clarinet_n_01,hyponym,furniture.n.01,False,10,0,518
187,15,1,robe_n_01,granny_smith_n_01,bl,clothing.n.01,False,10,1,685
188,16,1,musical_instrument_n_01,armchair_n_01,hypernym,musical_instrument.n.01,False,10,1,669
189,6,1,musical_instrument_n_01,cape_n_02,hypernym,musical_instrument.n.01,False,10,1,683
190,7,1,armoire_n_01,spade_n_02,hyponym,furniture.n.01,False,10,1,555
191,9,1,cherimoya_n_02,cherimoya_n_02,hyponym,edible_fruit.n.01,True,10,1,780
192,3,1,necktie_n_01,bow_tie_n_01,bl,clothing.n.01,True,10,1,796
193,14,1,lyre_n_01,lyre_n_01,hyponym,musical_instrument.n.01,True,10,1,515
194,2,1,furniture_n_01,writing_desk_n_02,hypernym,furniture.n.01,True,10,1,453
195,11,1,awl_n_01,bradawl_n_01,bl,hand_tool.n.01,True,10,0,640
196,13,1,furniture_n_01,cathedra_n_01,hypernym,furniture.n.01,True,10,1,535
197,12,1,key_lime_n_01,key_lime_n_01,hyponym,edible_fruit.n.01,True,10,1,519
0,12,1,coffee_table_n_01,coffee_table_n_01,hyponym,furniture.n.01,True,11,1,1270
1,15,1,bow_tie_n_01,bow_tie_n_01,hyponym,clothing.n.01,True,11,1,855
2,6,1,clothing_n_01,grand_piano_n_01,hypernym,clothing.n.01,False,11,1,572
3,14,1,edible_fruit_n_01,nailfile_n_01,hypernym,edible_fruit.n.01,False,11,1,933
4,4,1,pliers_n_01,contrabassoon_n_01,bl,hand_tool.n.01,False,11,1,733
5,10,1,bench_n_01,bongo_n_01,bl,furniture.n.01,False,11,1,745
6,1,1,wrench_n_03,crescent_wrench_n_01,bl,hand_tool.n.01,True,11,1,500
7,11,1,contrabassoon_n_01,bathrobe_n_01,hyponym,musical_instrument.n.01,False,11,1,2406
8,8,1,bathrobe_n_01,bathrobe_n_01,hyponym,clothing.n.01,True,11,1,517
9,18,1,edible_fruit_n_01,turtleneck_n_01,hypernym,edible_fruit.n.01,False,11,1,784
10,16,1,musical_instrument_n_01,bow_tie_n_01,hypernym,musical_instrument.n.01,False,11,1,550
11,3,1,furniture_n_01,bradawl_n_01,hypernym,furniture.n.01,False,11,1,499
12,13,1,crescent_wrench_n_01,floor_lamp_n_01,hyponym,hand_tool.n.01,False,11,1,736
13,17,1,cherry_n_03,heart_cherry_n_02,bl,edible_fruit.n.01,True,11,1,397
14,5,1,bass_clarinet_n_01,bass_clarinet_n_01,hyponym,musical_instrument.n.01,True,11,1,1294
15,19,1,coat_n_01,raincoat_n_01,bl,clothing.n.01,True,11,1,2412
16,9,1,cherry_n_03,tank_top_n_01,bl,edible_fruit.n.01,False,11,1,618
17,20,1,clementine_n_02,clementine_n_02,hyponym,edible_fruit.n.01,True,11,0,1106
18,2,1,putty_knife_n_01,spinet_n_02,hyponym,hand_tool.n.01,False,11,1,2389
19,7,1,edible_fruit_n_01,spade_n_02,hypernym,edible_fruit.n.01,False,11,1,778
20,18,1,scarf_n_01,muffler_n_02,bl,clothing.n.01,True,11,1,851
21,13,1,sofa_n_01,love_seat_n_01,bl,furniture.n.01,True,11,1,582
22,9,1,clothing_n_01,heart_cherry_n_02,hypernym,clothing.n.01,False,11,1,454
23,4,1,musical_instrument_n_01,spinet_n_02,hypernym,musical_instrument.n.01,True,11,1,813
24,17,1,damson_n_01,damson_n_01,hyponym,edible_fruit.n.01,True,11,1,1338
25,12,1,cathedra_n_01,cathedra_n_01,hyponym,furniture.n.01,True,11,1,2829
26,19,1,file_n_04,bass_clarinet_n_01,bl,hand_tool.n.01,False,11,1,714
27,6,1,apple_n_01,granny_smith_n_01,bl,edible_fruit.n.01,True,11,1,522
28,20,1,shovel_n_01,spade_n_02,bl,hand_tool.n.01,True,11,0,616
29,10,1,square_n_08,carpenters_square_n_01,bl,hand_tool.n.01,True,11,0,1496
30,1,1,hand_tool_n_01,needlenose_pliers_n_01,hypernym,hand_tool.n.01,True,11,1,933
31,3,1,heart_cherry_n_02,long_johns_n_01,hyponym,edible_fruit.n.01,False,11,1,1282
32,2,1,needlenose_pliers_n_01,stradavarius_n_01,hyponym,hand_tool.n.01,False,11,1,1972
33,7,1,sweater_n_01,turtleneck_n_01,bl,clothing.n.01,True,11,1,437
34,14,1,long_johns_n_01,euphonium_n_01,hyponym,clothing.n.01,False,11,1,815
35,16,1,edible_fruit_n_01,watermelon_n_02,hypernym,edible_fruit.n.01,True,11,1,664
36,8,1,clothing_n_01,cherimoya_n_02,hypernym,clothing.n.01,False,11,1,700
37,15,1,edible_fruit_n_01,muffler_n_02,hypernym,edible_fruit.n.01,False,11,1,590
38,11,1,grape_n_01,brick_trowel_n_01,bl,edible_fruit.n.01,False,11,1,579
39,5,1,bassoon_n_01,business_suit_n_01,bl,musical_instrument.n.01,False,11,0,1054
40,9,1,hand_tool_n_01,putty_knife_n_01,hypernym,hand_tool.n.01,True,11,1,571
41,3,1,campstool_n_01,raincoat_n_01,hyponym,furniture.n.01,False,11,1,597
42,2,1,bed_n_01,bunk_bed_n_01,bl,furniture.n.01,True,11,1,795
43,8,1,musical_instrument_n_01,lyre_n_01,hypernym,musical_instrument.n.01,True,11,1,482
44,1,1,hand_tool_n_01,highboy_n_01,hypernym,hand_tool.n.01,False,11,1,683
45,4,1,highboy_n_01,highboy_n_01,hyponym,furniture.n.01,True,11,0,2687
46,5,1,skirt_n_02,miniskirt_n_01,bl,clothing.n.01,True,11,1,694
47,11,1,trombone_n_01,sackbut_n_01,bl,musical_instrument.n.01,True,11,1,1177
48,16,1,edible_fruit_n_01,heart_cherry_n_02,hypernym,edible_fruit.n.01,True,11,1,428
49,7,1,grand_piano_n_01,grand_piano_n_01,hyponym,musical_instrument.n.01,True,11,1,472
50,10,1,furniture_n_01,bow_tie_n_01,hypernym,furniture.n.01,False,11,1,602
51,18,1,stool_n_01,long_johns_n_01,bl,furniture.n.01,False,11,1,480
52,20,1,musette_n_01,sultana_n_01,hyponym,musical_instrument.n.01,False,11,1,1066
53,15,1,lime_n_06,key_lime_n_01,bl,edible_fruit.n.01,True,11,1,667
54,14,1,custard_apple_n_02,cherimoya_n_02,bl,edible_fruit.n.01,True,11,1,1056
55,13,1,oboe_n_01,heckelphone_n_01,bl,musical_instrument.n.01,True,11,1,760
56,19,1,musical_instrument_n_01,armchair_n_01,hypernym,musical_instrument.n.01,False,11,1,761
57,17,1,highhat_cymbal_n_01,highhat_cymbal_n_01,hyponym,musical_instrument.n.01,True,11,1,1280
58,6,1,piccolo_n_01,piccolo_n_01,hyponym,musical_instrument.n.01,True,11,1,1027
59,12,1,clothing_n_01,cape_n_02,hypernym,clothing.n.01,True,11,0,1814
60,6,1,tank_top_n_01,tank_top_n_01,hyponym,clothing.n.01,True,11,1,653
61,13,1,underwear_n_01,long_johns_n_01,bl,clothing.n.01,True,11,1,595
62,12,1,musette_n_01,musette_n_01,hyponym,musical_instrument.n.01,True,11,1,980
63,9,1,musical_instrument_n_01,bass_clarinet_n_01,hypernym,musical_instrument.n.01,True,11,1,452
64,8,1,hand_tool_n_01,nailfile_n_01,hypernym,hand_tool.n.01,True,11,1,489
65,3,1,hand_tool_n_01,heckelphone_n_01,hypernym,hand_tool.n.01,False,11,1,1530
66,15,1,melon_n_01,turtleneck_n_01,bl,edible_fruit.n.01,False,11,1,577
67,1,1,clothing_n_01,floor_lamp_n_01,hypernym,clothing.n.01,False,11,1,659
68,11,1,lyre_n_01,pew_n_01,hyponym,musical_instrument.n.01,False,11,1,1055
69,14,1,musical_instrument_n_01,campstool_n_01,hypernym,musical_instrument.n.01,False,11,1,729
70,2,1,awl_n_01,floor_lamp_n_01,bl,hand_tool.n.01,False,11,1,555
71,4,1,furniture_n_01,armchair_n_01,hypernym,furniture.n.01,True,11,1,570
72,20,1,granadilla_n_04,spinet_n_02,hyponym,edible_fruit.n.01,False,11,0,1166
73,17,1,bunk_bed_n_01,bunk_bed_n_01,hyponym,furniture.n.01,True,11,1,567
74,10,1,furniture_n_01,armoire_n_01,hypernym,furniture.n.01,True,11,1,663
75,19,1,stool_n_01,campstool_n_01,bl,furniture.n.01,True,11,1,453
76,5,1,bongo_n_01,spade_n_02,hyponym,musical_instrument.n.01,False,11,1,549
77,16,1,brassiere_n_01,acoustic_guitar_n_01,bl,clothing.n.01,False,11,0,1062
78,7,1,cape_n_02,cape_n_02,hyponym,clothing.n.01,True,11,1,480
79,18,1,putty_knife_n_01,putty_knife_n_01,hyponym,hand_tool.n.01,True,11,1,771
80,4,1,musical_instrument_n_01,musette_n_01,hypernym,musical_instrument.n.01,True,11,1,652
81,6,1,edible_fruit_n_01,bosc_n_01,hypernym,edible_fruit.n.01,True,11,1,473
82,15,1,jacket_n_01,armchair_n_01,bl,clothing.n.01,False,11,1,521
83,18,1,clothing_n_01,bitter_orange_n_02,hypernym,clothing.n.01,False,11,1,536
84,13,1,desk_n_01,writing_desk_n_02,bl,furniture.n.01,True,11,1,1266
85,1,1,cabinet_n_01,dresser_n_05,bl,furniture.n.01,True,11,1,924
86,19,1,violin_n_01,stradavarius_n_01,bl,musical_instrument.n.01,True,11,1,658
87,20,1,campstool_n_01,campstool_n_01,hyponym,furniture.n.01,True,11,1,435
88,17,1,carpenters_square_n_01,bass_clarinet_n_01,hyponym,hand_tool.n.01,False,11,1,1801
89,9,1,clothing_n_01,dresser_n_05,hypernym,clothing.n.01,False,11,1,480
90,10,1,clothing_n_01,crescent_wrench_n_01,hypernym,clothing.n.01,False,11,1,443
91,7,1,clothing_n_01,bow_tie_n_01,hypernym,clothing.n.01,True,11,1,657
92,14,1,bass_clarinet_n_01,coffee_table_n_01,hyponym,musical_instrument.n.01,False,11,1,583
93,5,1,edible_fruit_n_01,bitter_orange_n_02,hypernym,edible_fruit.n.01,True,11,1,390
94,16,1,musical_instrument_n_01,bitter_orange_n_02,hypernym,musical_instrument.n.01,False,11,1,496
95,2,1,bradawl_n_01,cradle_n_01,hyponym,hand_tool.n.01,False,11,1,1132
96,11,1,turtleneck_n_01,turtleneck_n_01,hyponym,clothing.n.01,True,11,1,528
97,8,1,bitter_orange_n_02,bitter_orange_n_02,hyponym,edible_fruit.n.01,True,11,1,717
98,12,1,harp_n_01,campstool_n_01,bl,musical_instrument.n.01,False,11,1,528
99,3,1,trowel_n_01,brick_trowel_n_01,bl,hand_tool.n.01,True,11,1,488
100,16,1,musical_instrument_n_01,contrabassoon_n_01,hypernym,musical_instrument.n.01,True,11,1,662
101,15,1,skirt_n_02,bradawl_n_01,bl,clothing.n.01,False,11,1,476
102,9,1,clarinet_n_01,bass_clarinet_n_01,bl,musical_instrument.n.01,True,11,1,745
103,12,1,clothing_n_01,bikini_n_02,hypernym,clothing.n.01,True,11,1,588
104,14,1,bradawl_n_01,bradawl_n_01,hyponym,hand_tool.n.01,True,11,0,1255
105,17,1,dresser_n_05,handsaw_n_01,hyponym,furniture.n.01,False,11,1,876
106,19,1,table_n_02,putty_knife_n_01,bl,furniture.n.01,False,11,1,2750
107,2,1,pew_n_01,pew_n_01,hyponym,furniture.n.01,True,11,1,916
108,4,1,harp_n_01,lyre_n_01,bl,musical_instrument.n.01,True,11,1,679
109,3,1,musical_instrument_n_01,face_veil_n_01,hypernym,musical_instrument.n.01,False,11,1,793
110,13,1,furniture_n_01,cradle_n_01,hypernym,furniture.n.01,True,11,1,830
111,6,1,bass_horn_n_01,euphonium_n_01,bl,musical_instrument.n.01,True,11,1,583
112,1,1,bitter_orange_n_02,smooth_plane_n_01,hyponym,edible_fruit.n.01,False,11,1,677
113,10,1,granny_smith_n_01,cape_n_02,hyponym,edible_fruit.n.01,False,11,1,1633
114,20,1,smooth_plane_n_01,smooth_plane_n_01,hyponym,hand_tool.n.01,True,11,0,1289
115,18,1,damson_n_01,uplift_n_02,hyponym,edible_fruit.n.01,False,11,1,2280
116,7,1,needlenose_pliers_n_01,needlenose_pliers_n_01,hyponym,hand_tool.n.01,True,11,1,703
117,8,1,musical_instrument_n_01,long_johns_n_01,hypernym,musical_instrument.n.01,False,11,1,531
118,11,1,raincoat_n_01,raincoat_n_01,hyponym,clothing.n.01,True,11,1,519
119,5,1,church_key_n_01,church_key_n_01,hyponym,hand_tool.n.01,True,11,0,1358
120,19,1,bagpipe_n_01,heart_cherry_n_02,bl,musical_instrument.n.01,False,11,1,652
121,6,1,cymbal_n_01,phillips_screwdriver_n_01,bl,musical_instrument.n.01,False,11,1,1797
122,15,1,brick_trowel_n_01,bunk_bed_n_01,hyponym,hand_tool.n.01,False,11,1,790
123,20,1,furniture_n_01,granadilla_n_04,hypernym,furniture.n.01,False,11,1,454
